,Unnamed: 0,link,Год постройки,Жилая,Кухня,Общая,Отопление,Парковка,Построен,Район,Срок сдачи,Тип дома,Тип жилья,Тип перекрытий,Цена,Этаж,Мусоропровод_dummy,Лифт_dummy,Авариное,metro_time,Транспорт,Этаж1,Этажей,Доля,Комната,Собственник,Район_<р-н Автозаводский>,Район_<р-н Железнодорожный>,Район_<р-н Кировский>,Район_<р-н Красноглинский>,Район_<р-н Куйбышевский>,Район_<р-н Ленинский>,Район_<р-н Октябрьский>,Район_<р-н Промышленный>,Район_<р-н Самарский>,Район_<р-н Советский>,Тип жилья_<Вторичка>,Тип жилья_<Вторичка Апартаменты>,Тип жилья_<Вторичка Пентхаус>,Тип жилья_<Новостройка>,Тип перекрытий_<Деревянные>,Тип перекрытий_<Железобетонные>,Тип перекрытий_<Смешанные>,Газоснабжение_<Автономное>,Газоснабжение_<Центральное>,Отопление_<Автономная котельная>,Отопление_<Индивидуальный тепловой пункт>,Отопление_<Котел/Квартирное отопление>,Отопление_<Печь>,Отопление_<Центральное>,Транспорт_<В пешей доступности>,Транспорт_<Далеко>,Транспорт_<На транспорте близко>,Комната_<1>,Комната_<2>,Комната_<3>,Комната_<4>,Комната_<5>,Комната_<К>,Комната_<М>,Комната_<С>,Парковка_<Наземная>,Парковка_<Нет инфо>,Парковка_<Подземная>
2553,2553,https://samara.cian.ru/sale/flat/245772777/,,30.0,6.0,46.0,Нет инфо,Нет инфо,,р-н Кировский,,Панельный,Вторичка,Нет инфо,2100000.0,3 из 5,0,0,0,,Далеко,3.0,5.0,0.6,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2554,2554,https://samara.cian.ru/sale/flat/240777534/,1958.0,32.0,6.0,44.0,Центральное,Нет инфо,,р-н Промышленный,,Блочный,Вторичка,Нет инфо,2100000.0,1 из 2,0,0,0,27,В пешей доступности,1.0,2.0,0.5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2555,2555,https://samara.cian.ru/sale/flat/243394156/,1960.0,32.0,6.0,44.0,Центральное,Наземная,1960.0,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,2100000.0,5 из 5,0,0,0,3,В пешей доступности,5.0,5.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2556,2556,https://samara.cian.ru/sale/flat/245497288/,1990.0,30.0,6.0,45.0,Центральное,Нет инфо,1990.0,р-н Куйбышевский,,Панельный,Вторичка,Железобетонные,2100000.0,3 из 5,0,0,0,,Далеко,3.0,5.0,0.6,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2557,2557,https://samara.cian.ru/sale/flat/235643875/,2010.0,26.0,7.0,44.0,Котел/Квартирное отопление,Нет инфо,2010.0,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,2130000.0,2 из 3,0,0,0,,Далеко,2.0,3.0,0.6666666666666666,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2558,2558,https://samara.cian.ru/sale/flat/237185042/,1959.0,,,43.0,Центральное,Нет инфо,1959.0,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,2100000.0,3 из 3,0,0,0,33,В пешей доступности,3.0,3.0,1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2559,2559,https://samara.cian.ru/sale/flat/222598803/,1969.0,32.0,5.0,45.0,Центральное,Нет инфо,1969.0,р-н Кировский,,Панельный,Вторичка,Железобетонные,2100000.0,5 из 5,1,0,0,,Далеко,5.0,5.0,1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2560,2560,https://samara.cian.ru/sale/flat/244809578/,,27.0,7.0,42.0,Нет инфо,Нет инфо,,р-н Красноглинский,,Панельный,Вторичка,Нет инфо,2170000.0,1 из 5,0,0,0,,Далеко,1.0,5.0,0.2,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2561,2561,https://samara.cian.ru/sale/flat/245889097/,2010.0,,8.0,44.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,2150000.0,2 из 3,0,0,0,,Далеко,2.0,3.0,0.6666666666666666,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2562,2562,https://samara.cian.ru/sale/flat/224320366/,,28.0,9.0,49.0,Нет инфо,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Нет инфо,2180000.0,4 из 9,1,1,0,,Далеко,4.0,9.0,0.4444444444444444,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2563,2563,https://samara.cian.ru/sale/flat/238356537/,1962.0,27.0,6.0,44.0,Центральное,Нет инфо,1962.0,р-н Железнодорожный,,Панельный,Вторичка,Железобетонные,2150000.0,5 из 5,0,0,0,,Далеко,5.0,5.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2564,2564,https://samara.cian.ru/sale/flat/243672889/,1941.0,28.0,6.0,42.0,Центральное,Нет инфо,,р-н Промышленный,,Кирпичный,Вторичка,Деревянные,2150000.0,2 из 2,0,0,0,,Далеко,2.0,2.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2565,2565,https://samara.cian.ru/sale/flat/244593931/,1976.0,27.0,5.0,34.0,Центральное,Нет инфо,,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,2150000.0,5 из 9,0,1,0,,Далеко,5.0,9.0,0.5555555555555556,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2566,2566,https://samara.cian.ru/sale/flat/244059536/,1969.0,27.0,6.0,43.0,Центральное,Нет инфо,,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,2150000.0,1 из 5,0,0,0,,Далеко,1.0,5.0,0.2,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2567,2567,https://samara.cian.ru/sale/flat/244817700/,,25.0,12.0,55.0,Нет инфо,Нет инфо,,р-н Кировский,2 кв. 2021,Нет инфо,Новостройка,Нет инфо,2155000.0,5 из 6,0,0,0,,Далеко,5.0,6.0,0.8333333333333334,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2568,2568,https://samara.cian.ru/sale/flat/230616255/,1969.0,32.0,8.0,46.0,Центральное,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Деревянные,2150000.0,2 из 2,0,0,0,,Далеко,2.0,2.0,1.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2569,2569,https://samara.cian.ru/sale/flat/238437877/,2013.0,28.0,8.0,44.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,2150000.0,1 из 3,0,0,0,,Далеко,1.0,3.0,0.3333333333333333,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2570,2570,https://samara.cian.ru/sale/flat/234961336/,1968.0,34.0,6.0,43.0,Центральное,Наземная,1968.0,р-н Железнодорожный,,Панельный,Вторичка,Железобетонные,2150000.0,1 из 5,0,0,0,14,В пешей доступности,1.0,5.0,0.2,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2571,2571,https://samara.cian.ru/sale/flat/242194615/,1978.0,27.0,6.0,46.0,Центральное,Нет инфо,1978.0,р-н Красноглинский,,Кирпичный,Вторичка,Деревянные,2150000.0,3 из 9,0,1,0,,Далеко,3.0,9.0,0.3333333333333333,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2572,2572,https://samara.cian.ru/sale/flat/242193105/,1971.0,30.0,5.0,43.0,Центральное,Нет инфо,1971.0,р-н Красноглинский,,Панельный,Вторичка,Деревянные,2150000.0,2 из 5,0,0,0,,Далеко,2.0,5.0,0.4,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2573,2573,https://samara.cian.ru/sale/flat/239277739/,1981.0,28.0,6.0,46.0,Центральное,Нет инфо,1981.0,р-н Куйбышевский,,Панельный,Вторичка,Железобетонные,2150000.0,4 из 5,0,0,0,,Далеко,4.0,5.0,0.8,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2574,2574,https://samara.cian.ru/sale/flat/239913330/,1957.0,29.0,7.0,49.0,Центральное,Нет инфо,1957.0,р-н Советский,,Кирпичный,Вторичка,Деревянные,2170000.0,1 из 2,0,0,0,5,На транспорте близко,1.0,2.0,0.5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2575,2575,https://samara.cian.ru/sale/flat/236675541/,1977.0,30.0,5.0,42.0,Центральное,Нет инфо,1977.0,р-н Кировский,,Панельный,Вторичка,Железобетонные,2160000.0,3 из 5,0,0,0,,Далеко,3.0,5.0,0.6,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2576,2576,https://samara.cian.ru/sale/flat/232377582/,1993.0,29.0,8.0,45.0,Центральное,Нет инфо,1993.0,р-н Куйбышевский,,Панельный,Вторичка,Железобетонные,2150000.0,7 из 9,1,1,0,,Далеко,7.0,9.0,0.7777777777777778,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2577,2577,https://samara.cian.ru/sale/flat/231710009/,,24.0,5.0,39.0,Нет инфо,Нет инфо,1989.0,р-н Советский,,Кирпичный,Вторичка,Нет инфо,2160000.0,9 из 9,1,1,0,8,В пешей доступности,9.0,9.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
